hospcode,name,prigov,type,org,region,provcode,prov,distcode,dist,subdistcode,subdist
02741,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองขาม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,9,30,นครราชสีมา,3015,พิมาย,301512,หนองระเวียง
10906,โรงพยาบาลปะคำ,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3112,ปะคำ,311201,ปะคำ
06312,โรงพยาบาลส่งเสริมสุขภาพตำบลคอรุม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,53,อุตรดิตถ์,5307,พิชัย,530705,คอรุม
05683,โรงพยาบาลส่งเสริมสุขภาพตำบลพิมาน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,48,นครพนม,4807,นาแก,480705,พิมาน
10413,สถานบริการสาธารณสุขชุมชนบ้านปางงุ้น ,รัฐบาล,สถานบริการสาธารณสุขชุมชน,กระทรวงสาธารณสุข,1,56,พะเยา,5605,ดอกคำใต้,560508,หนองหล่ม
08115,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคราช ตำบลรางหวาย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,71,กาญจนบุรี,7109,พนมทวน,710906,รางหวาย
02455,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแวง  ตำบลไทรเดียว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,27,สระแก้ว,2702,คลองหาด,270204,ไทรเดี่ยว
04764,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยส้ม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,42,เลย,4210,ภูกระดึง,421010,ห้วยส้ม
06065,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองหนาม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,51,ลำพูน,5101,เมืองลำพูน,510117,หนองหนาม
14834,ศูนย์แพทย์ชุมชนเมือง 1 หัวทะเล,รัฐบาล,ศูนย์บริการสาธารณสุข,กระทรวงสาธารณสุข,9,30,นครราชสีมา,3001,เมืองนครราชสีมา,300101,ในเมือง
04604,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนอุดม  ต.นาคำ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,41,อุดรธานี,4111,บ้านดุง,411113,นาคำ
02279,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองหนึ่ง ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,24,ฉะเชิงเทรา,2409,แปลงยาว,240901,แปลงยาว
07857,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองกลางนา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7001,เมืองราชบุรี,700104,หนองกลางนา
10698,โรงพยาบาลนครนายก,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,4,26,นครนายก,2601,เมืองนครนายก,260101,นครนายก
06205,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหอย ตำบลเวียงมอก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,52,ลำปาง,5208,เถิน,520805,เวียงมอก
99868,ศูนย์สุขภาพชุมชนคำม่วง,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,7,40,ขอนแก่น,4019,เขาสวนกวาง,401905,คำม่วง
77687,ศูนย์สุขภาพชุมชนบางปะกง,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,6,24,ฉะเชิงเทรา,2404,บางปะกง,240401,บางปะกง
