จังหวัด,อำเภอ,ตำบล,Login Code
อุบลราชธานี,น้ำขุ่น,ตาเกา,343301
อุบลราชธานี,น้ำขุ่น,ไพบูลย์,343302
อุบลราชธานี,น้ำขุ่น,ขี้เหล็ก,343303
อุบลราชธานี,น้ำขุ่น,โคกสะอาด,343304
ยโสธร,เมืองยโสธร,ในเมือง,350101
ยโสธร,เมืองยโสธร,น้ำคำใหญ่,350102
ยโสธร,เมืองยโสธร,ตาดทอง,350103
ยโสธร,เมืองยโสธร,สำราญ,350104
ยโสธร,เมืองยโสธร,ค้อเหนือ,350105
ยโสธร,เมืองยโสธร,ดู่ทุ่ง,350106
ยโสธร,เมืองยโสธร,เดิด,350107
ยโสธร,เมืองยโสธร,ขั้นไดใหญ่,350108
ยโสธร,เมืองยโสธร,ทุ่งแต้,350109
ยโสธร,เมืองยโสธร,สิงห์,350110
ยโสธร,เมืองยโสธร,นาสะไมย์,350111
ยโสธร,เมืองยโสธร,เขื่องคำ,350112
ยโสธร,เมืองยโสธร,หนองหิน,350113
ยโสธร,เมืองยโสธร,หนองคู,350114
ยโสธร,เมืองยโสธร,ขุมเงิน,350115
ยโสธร,เมืองยโสธร,ทุ่งนางโอก,350116
ยโสธร,เมืองยโสธร,หนองเรือ,350117
ยโสธร,เมืองยโสธร,หนองเป็ด,350118
ยโสธร,ทรายมูล,ทรายมูล,350201
ยโสธร,ทรายมูล,ดู่ลาด,350202
ยโสธร,ทรายมูล,ดงมะไฟ,350203
ยโสธร,ทรายมูล,นาเวียง,350204
ยโสธร,ทรายมูล,ไผ่,350205
ยโสธร,กุดชุม,กุดชุม,350301
ยโสธร,กุดชุม,โนนเปือย,350302
ยโสธร,กุดชุม,กำแมด,350303
ยโสธร,กุดชุม,นาโส่,350304
ยโสธร,กุดชุม,ห้วยแก้ง,350305
ยโสธร,กุดชุม,หนองหมี,350306
ยโสธร,กุดชุม,โพนงาม,350307
ยโสธร,กุดชุม,คำน้ำสร้าง,350308
ยโสธร,กุดชุม,หนองแหน,350309
ยโสธร,คำเขื่อนแก้ว,ลุมพุก,350401
ยโสธร,คำเขื่อนแก้ว,ย่อ,350402
ยโสธร,คำเขื่อนแก้ว,สงเปือย,350403
ยโสธร,คำเขื่อนแก้ว,โพนทัน,350404
ยโสธร,คำเขื่อนแก้ว,ทุ่งมน,350405
ยโสธร,คำเขื่อนแก้ว,นาคำ,350406
ยโสธร,คำเขื่อนแก้ว,ดงแคนใหญ่,350407
ยโสธร,คำเขื่อนแก้ว,กู่จาน,350408
ยโสธร,คำเขื่อนแก้ว,นาแก,350409
ยโสธร,คำเขื่อนแก้ว,กุดกุง,350410
ยโสธร,คำเขื่อนแก้ว,เหล่าไฮ,350411
ยโสธร,คำเขื่อนแก้ว,แคนน้อย,350412
ยโสธร,คำเขื่อนแก้ว,ดงเจริญ,350413
ยโสธร,ป่าติ้ว,โพธิ์ไทร,350501
ยโสธร,ป่าติ้ว,กระจาย,350502
ยโสธร,ป่าติ้ว,โคกนาโก,350503
ยโสธร,ป่าติ้ว,เชียงเพ็ง,350504
ยโสธร,ป่าติ้ว,ศรีฐาน,350505
ยโสธร,มหาชนะชัย,ฟ้าหยาด,350601
ยโสธร,มหาชนะชัย,หัวเมือง,350602
ยโสธร,มหาชนะชัย,คูเมือง,350603
ยโสธร,มหาชนะชัย,ผือฮี,350604
ยโสธร,มหาชนะชัย,บากเรือ,350605
ยโสธร,มหาชนะชัย,ม่วง,350606
ยโสธร,มหาชนะชัย,โนนทราย,350607
ยโสธร,มหาชนะชัย,บึงแก,350608
ยโสธร,มหาชนะชัย,พระเสาร์,350609
ยโสธร,มหาชนะชัย,สงยาง,350610
ยโสธร,ค้อวัง,ฟ้าห่วน,350701
ยโสธร,ค้อวัง,กุดน้ำใส,350702
ยโสธร,ค้อวัง,น้ำอ้อม,350703
ยโสธร,ค้อวัง,ค้อวัง,350704
ยโสธร,เลิงนกทา,บุ่งค้า,350802
ยโสธร,เลิงนกทา,สวาท,350803
ยโสธร,เลิงนกทา,ห้องแซง,350805
ยโสธร,เลิงนกทา,สามัคคี,350806
ยโสธร,เลิงนกทา,กุดเชียงหมี,350807
ยโสธร,เลิงนกทา,สามแยก,350810
ยโสธร,เลิงนกทา,กุดแห่,350811
ยโสธร,เลิงนกทา,โคกสำราญ,350812
ยโสธร,เลิงนกทา,สร้างมิ่ง,350813
ยโสธร,เลิงนกทา,ศรีแก้ว,350814
ยโสธร,ไทยเจริญ,ไทยเจริญ,350901
ยโสธร,ไทยเจริญ,น้ำคำ,350902
ยโสธร,ไทยเจริญ,ส้มผ่อ,350903
ยโสธร,ไทยเจริญ,คำเตย,350904
ยโสธร,ไทยเจริญ,คำไผ่,350905
ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,360101
ชัยภูมิ,เมืองชัยภูมิ,รอบเมือง,360102
ชัยภูมิ,เมืองชัยภูมิ,โพนทอง,360103
ชัยภูมิ,เมืองชัยภูมิ,นาฝาย,360104
ชัยภูมิ,เมืองชัยภูมิ,บ้านค่าย,360105
ชัยภูมิ,เมืองชัยภูมิ,กุดตุ้ม,360106
ชัยภูมิ,เมืองชัยภูมิ,ชีลอง,360107
ชัยภูมิ,เมืองชัยภูมิ,บ้านเล่า,360108
ชัยภูมิ,เมืองชัยภูมิ,นาเสียว,360109
ชัยภูมิ,เมืองชัยภูมิ,หนองนาแซง,360110
