"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
"00205","สำนักงานสาธารณสุขอำเภอนาดี","02","-","","03","01","03",25,"-","000020500",0,"-",0,0,21002,"",NULL,21000,2503,250301,14.11611500000000000000,101.78813000000000000000
"00206","สำนักงานสาธารณสุขอำเภอบ้านสร้าง","02","-","","04","01","06",25,"-","000020600",0,"-",0,0,21002,"",NULL,21000,2506,250601,13.99839000000000000000,101.22218000000000000000
"00207","สำนักงานสาธารณสุขอำเภอประจันตคาม","02","-","","04","01","07",25,"-","000020700",0,"-",0,0,21002,"",NULL,21000,2507,250701,14.06613000000000000000,101.53203000000000000000
"00208","สำนักงานสาธารณสุขอำเภอศรีมหาโพธิ","02","-","","04","01","08",25,"-","000020800",0,"-",0,0,21002,"",NULL,21000,2508,250801,13.97089782292251300000,101.51741953372948000000
"00209","สำนักงานสาธารณสุขอำเภอศรีมโหสถ","02","-","","04","01","09",25,"-","000020900",0,"-",0,0,21002,"",NULL,21000,2509,250901,13.88302400000000000000,101.40693000000000000000
"00212","สำนักงานสาธารณสุขอำเภอบ้านนา","02","-","","00","01","03",26,"-","000021200",0,"-",0,0,21002,"",NULL,21000,2603,260301,14.25852611424272700000,101.06980550066373000000
"00222","สำนักงานสาธารณสุขอำเภอเมืองนครราชสีมา","02","ถ.จอมพล ","","00","01","01",30,"-","000022200",0,"-",0,0,21002,"",NULL,21000,3001,300101,14.97524150033963200000,102.11206944479682000000
"00225","สำนักงานสาธารณสุขอำเภอคง ","02","ถ.เทศบาล  2 ","","00","01","04",30,"-","000022500",0,"-",0,0,21002,"",NULL,21000,3004,300401,14.94151890000000000000,102.11754040000005000000
"00231","สำนักงานสาธารณสุขอำเภอโนนสูง ","02","ถ.มิตรภาพ - โนนสูง ","","00","01",10,30,"-","000023100",0,"-",0,0,21002,"",NULL,21000,3010,301001,15.13974789941001700000,102.26781186018138000000
"00232","สำนักงานสาธารณสุขอำเภอขามสะแกแสง","02","ถ.สุขาภิบาล 7  ","","00","01",11,30,"-","000023200",0,"-",0,0,21002,"",NULL,21000,3011,301101,15.32947555458363600000,102.17048856256565000000
"00233","สำนักงานสาธารณสุขอำเภอบัวใหญ่","02","195 ถ.นิเวศรัตน์  ","","00","01",12,30,"-","000023300",0,"-",0,0,21002,"",NULL,21000,3012,301201,15.63546999461567200000,102.29033304044344000000
"00312","สำนักงานสาธารณสุขอำเภอศรีเมืองใหม่","02","-",NULL,15,"02","02",34,"-","000031200",0,NULL,0,0,21002,"",NULL,21000,3402,340202,15.49969019972097200000,105.27641904973757000000
"00314","สำนักงานสาธารณสุขอำเภอเขื่องใน","02","ถ.สุขาภิบาล 1  ",NULL,"00","01","04",34,"-","000031400",0,NULL,0,0,21002,"",NULL,21000,3404,340401,15.51501690073303600000,104.43907136055304000000
"00315","สำนักงานสาธารณสุขอำเภอเขมราฐ","02","-",NULL,"07","01","05",34,"-","000031500",0,NULL,0,0,21002,"",NULL,21000,3405,340501,16.04274806617948800000,105.22430229199597000000
"00316","สำนักงานสาธารณสุขอำเภอเดชอุดม","02","-",NULL,19,"01","07",34,"-","000031600",0,NULL,0,0,21002,"",NULL,21000,3407,340701,14.92357211652274200000,105.05949052513120000000
"00323","สำนักงานสาธารณสุขอำเภอวารินชำราบ","02","ถ.สถลมาร์ค  ",NULL,"00",15,15,34,"-","000032300",0,NULL,0,0,21002,"",NULL,21000,3415,341515,15.19869791248875800000,104.86556564722139000000
"00325","สำนักงานสาธารณสุขอำเภอตาลสุม","02","-",NULL,11,"01",20,34,"-","000032500",0,NULL,0,0,21002,"",NULL,21000,3420,342001,15.31736254700376800000,105.15422948528476000000
"00326","สำนักงานสาธารณสุขอำเภอโพธิ์ไทร","02","-",NULL,"02","01",21,34,"-","000032600",0,NULL,0,0,21002,"",NULL,21000,3421,342101,15.82609418441605000000,105.25991175938793000000
"00327","สำนักงานสาธารณสุขอำเภอสำโรง","02","-",NULL,"01","01",22,34,"-","000032700",0,NULL,0,0,21002,"",NULL,21000,3422,342201,15.00742419999999900000,104.77944370000000000000
"00328","สำนักงานสาธารณสุขอำเภอดอนมดแดง","02","-",NULL,12,"02",24,34,"-","000032800",0,NULL,0,0,21002,"",NULL,21000,3424,342402,15.37950480000000100000,105.02592219999997000000
"00331","สำนักงานสาธารณสุขอำเภอนาเยีย","02","-",NULL,"02","01",29,34,"-","000033100",0,NULL,0,0,21002,"",NULL,21000,3429,342901,15.05824760000000000000,105.05999359999998000000
"00334","สำนักงานสาธารณสุขอำเภอสว่างวีระวงศ์","02","-",NULL,"01","01",32,34,"-","000033400","-",NULL,0,0,21002,"",NULL,21000,3432,343201,15.24134800000000000000,105.09332500000005000000
"00336","สำนักงานสาธารณสุขอำเภอเมืองยโสธร","02","-","","00","-","01",35,35000,"000033600",0,"-",0,0,21002,"",NULL,21000,3501,"3501-",16.94629593104738000000,105.08157225687364000000
"00337","สำนักงานสาธารณสุขอำเภอทรายมูล","02","-","","00","-","02",35,35170,"000033700",0,"-",0,0,21002,"",NULL,21000,3502,"3502-",15.94393050031941200000,104.20793938262795000000
"00347","สำนักงานสาธารณสุขอำเภอคอนสวรรค์","02","-",NULL,"00","01","03",36,"-","000034700",0,NULL,0,0,21002,"",NULL,21000,3603,360301,15.93189282936603300000,102.28128062023780000000
"00348","สำนักงานสาธารณสุขอำเภอเกษตรสมบูรณ์","02","-",NULL,"00","01","04",36,"-","000034800",0,NULL,0,0,21002,"",NULL,21000,3604,360401,16.28168101612193700000,101.91865859465793000000
"00368","สำนักงานสาธารณสุขอำเภอนากลาง","02","-","","00","01","02",39,"-","000036800",0,"-",0,0,21002,"",NULL,21000,3902,390201,17.30723342835347400000,102.18795846256558000000
"00377","สำนักงานสาธารณสุขอำเภอชุมแพ","02","ถ.มะลิวรรณ ","",18,"01","05",40,40130,"000037700",0,"-",0,0,21002,"",NULL,21000,4005,400501,16.54218510998418000000,102.11130520017241000000
"00402","สำนักงานสาธารณสุขอำเภอหนองหาน","02","-","","06","01","06",41,"-","000040200",0,"-",0,0,21002,"",NULL,21000,4106,410601,17.30804635142842000000,103.15066158935770000000
"00410","สำนักงานสาธารณสุขอำเภอเพ็ญ","02","-","","01","01",19,41,"-","000041000",0,"-",0,0,21002,"",NULL,21000,4119,411901,17.69693457079151200000,102.90741865707776000000
"00416","สำนักงานสาธารณสุขอำเภอเมืองเลย","02","ถ.เจริญรัฐ ","","06","01","01",42,42000,"000041600",0,"-",0,0,21002,"",NULL,21000,4201,420101,17.48918535067826600000,101.71900874722132000000
"00419","สำนักงานสาธารณสุขอำเภอปากชม","02","-","","01","01","04",42,42150,"000041900",0,"-",0,0,21002,"",NULL,21000,4204,420401,18.02150682889448000000,101.89377201197510000000
"00422","สำนักงานสาธารณสุขอำเภอภูเรือ","02","-","","06","01","07",42,42160,"000042200",0,"-",0,0,21002,"",NULL,21000,4207,420701,17.45056830000000800000,101.36001715211478000000
"00424","สำนักงานสาธารณสุขอำเภอวังสะพุง","02","-","","09","01","09",42,42130,"000042400",0,"-",0,0,21002,"",NULL,21000,4209,420901,17.30040981295666600000,101.76899290859830000000
"00446","สำนักงานสาธารณสุขอำเภอแกดำ","02","-","","00","01","02",44,"-","000044600",0,"-",0,0,21002,"",NULL,21000,4402,440201,16.02397446141135000000,103.38783385003126000000
"00452","สำนักงานสาธารณสุขอำเภอพยัคฆภูมิพิสัย","02","-","","00","01","08",44,"-","000045200",0,"-",0,0,21002,"",NULL,21000,4408,440801,15.51551607564652400000,103.19411362162134000000
"00453","สำนักงานสาธารณสุขอำเภอวาปีปทุม","02","-","","00","01","09",44,"-","000045300",0,"-",0,0,21002,"",NULL,21000,4409,440901,15.84644320541445800000,103.37252779521486000000
"00462","สำนักงานสาธารณสุขอำเภอพนมไพร","02","-","","03","01","06",45,"-","000046200",0,"-",0,0,21002,"",NULL,21000,4506,450601,15.67878654440421000000,104.10960438836060000000
"00492","สำนักงานสาธารณสุขอำเภอดอนจาน","02","-",NULL,"03","01",17,46,"-","000049200",0,NULL,0,0,21002,"",NULL,21000,4617,461701,16.45637000000000000000,103.69489160000000000000
"00504","สำนักงานสาธารณสุขอำเภอสว่างแดนดิน","02","-",NULL,11,"01",12,47,47110,"000050400",0,"-",0,0,21002,"",NULL,21000,4712,471201,17.48054390195361000000,103.46106232883608000000
"00507","สำนักงานสาธารณสุขอำเภอโคกศรีสุพรรณ","02",299,NULL,13,"01",15,47,47280,"000050700",0,"-",0,0,21002,"",NULL,21000,4715,471501,17.05244110000000000000,104.26473360000000000000
"00510","สำนักงานสาธารณสุขอำเภอภูพาน","02","ที่ว่าการอำเภอภูพาน  ถ.สกลนคร-กาฬสินธุ์  ",NULL,10,"03",18,47,47180,"000051000",0,"-",0,0,21002,"",NULL,21000,4718,471803,17.00021191626743000000,103.96477339666751000000
"00516","สำนักงานสาธารณสุขอำเภอเรณูนคร","02","-","","00","01","06",48,"-","000051600",0,"-",0,0,21002,"",NULL,21000,4806,480601,17.05107065193880800000,104.67600767655676000000
"00518","สำนักงานสาธารณสุขอำเภอศรีสงคราม","02","-","","00","01","08",48,"-","000051800",0,"-",0,0,21002,"",NULL,21000,4808,480801,17.62704532872180600000,104.25140282525490000000
"00519","สำนักงานสาธารณสุขอำเภอนาหว้า","02","-","","00","01","09",48,"-","000051900",0,"-",0,0,21002,"",NULL,21000,4809,480901,17.48105034134066000000,104.09964733181960000000
"00529","สำนักงานสาธารณสุขอำเภอเมืองเชียงใหม่","02","-",NULL,"00","-","01",50,"-","000052900",0,NULL,0,0,21002,"",NULL,21000,5001,"5001-",18.86932622000000000000,98.98144126000000000000
"00530","สำนักงานสาธารณสุขอำเภอจอมทอง","02","-",NULL,"04","03","02",50,50160,"000053000",0,NULL,0,0,21002,"",NULL,21000,5002,500203,18.41606519300000000000,98.67567142100006000000
